# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2067828	2068022	-						45635788	AT688_RS10045	195		old_locus_tag=ERS445057_02037
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2067828	2068022	-	WP_244877790.1	WP_244877790.1		AAA family ATPase		45635788	AT688_RS10045	195	64	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2068236	2069018	-						45635789	AT688_RS10050	783		old_locus_tag=ERS445057_02038
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2068236	2069018	-	WP_032842735.1	WP_032842735.1		SDR family NAD(P)-dependent oxidoreductase		45635789	AT688_RS10050	783	260	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2069224	2071662	-						45635790	AT688_RS10055	2439		old_locus_tag=ERS445057_02039
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2069224	2071662	-	WP_005898208.1	WP_005898208.1		tetratricopeptide repeat protein		45635790	AT688_RS10055	2439	812	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2071876	2073615	+						45635791	AT688_RS10060	1740		old_locus_tag=ERS445057_02040
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2071876	2073615	+	WP_005898207.1	WP_005898207.1		ABC transporter ATP-binding protein/permease		45635791	AT688_RS10060	1740	579	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2073627	2075426	+						45635792	AT688_RS10065	1800		old_locus_tag=ERS445057_02041
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2073627	2075426	+	WP_005898206.1	WP_005898206.1		ABC transporter ATP-binding protein/permease		45635792	AT688_RS10065	1800	599	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2075504	2075761	-					rpmB	45635793	AT688_RS10070	258		old_locus_tag=ERS445057_02042
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2075504	2075761	-	WP_005898205.1	WP_005898205.1		50S ribosomal protein L28	rpmB	45635793	AT688_RS10070	258	85	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2076281	2077015	+						45635794	AT688_RS10075	735		old_locus_tag=ERS445057_02043
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2076281	2077015	+	WP_005898204.1	WP_005898204.1		DeoR/GlpR family DNA-binding transcription regulator		45635794	AT688_RS10075	735	244	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2077249	2078178	+					pfkB	45635795	AT688_RS10080	930		old_locus_tag=ERS445057_02044
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2077249	2078178	+	WP_005898202.1	WP_005898202.1		1-phosphofructokinase	pfkB	45635795	AT688_RS10080	930	309	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2078168	2080039	+						45635796	AT688_RS10085	1872		old_locus_tag=ERS445057_02045
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2078168	2080039	+	WP_005898201.1	WP_005898201.1		fructose-specific PTS transporter subunit EIIC		45635796	AT688_RS10085	1872	623	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2080253	2080687	+						45635797	AT688_RS10090	435		old_locus_tag=ERS445057_02046
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2080253	2080687	+	WP_032842734.1	WP_032842734.1		hypothetical protein		45635797	AT688_RS10090	435	144	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2080751	2082289	+					guaA	45635798	AT688_RS10095	1539		old_locus_tag=ERS445057_02047
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2080751	2082289	+	WP_005898199.1	WP_005898199.1		glutamine-hydrolyzing GMP synthase	guaA	45635798	AT688_RS10095	1539	512	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2082340	2083335	+						45635799	AT688_RS10100	996		old_locus_tag=ERS445057_02048
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2082340	2083335	+	WP_005898198.1	WP_005898198.1		metallophosphoesterase		45635799	AT688_RS10100	996	331	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2083313	2085490	+						45635800	AT688_RS10105	2178		old_locus_tag=ERS445057_02049
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2083313	2085490	+	WP_005898197.1	WP_005898197.1		hypothetical protein		45635800	AT688_RS10105	2178	725	
gene	pseudogene	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2085706	2085898	+						45636170	AT688_RS12135	193		partial;pseudo
CDS	without_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2085706	2085898	+				IS5/IS1182 family transposase		45636170	AT688_RS12135	193		partial;pseudo
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2085989	2086507	-						45635801	AT688_RS10110	519		old_locus_tag=ERS445057_02050
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2085989	2086507	-	WP_005898195.1	WP_005898195.1		Fic family protein		45635801	AT688_RS10110	519	172	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2086625	2098423	-						45635802	AT688_RS10115	11799		old_locus_tag=ERS445057_02051
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2086625	2098423	-	WP_005898194.1	WP_005898194.1		autotransporter-associated N-terminal domain-containing protein		45635802	AT688_RS10115	11799	3932	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2098619	2100037	-						45635803	AT688_RS10120	1419		old_locus_tag=ERS445057_02052
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2098619	2100037	-	WP_005898193.1	WP_005898193.1		membrane protein		45635803	AT688_RS10120	1419	472	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2100249	2101331	-					ftsZ	45635804	AT688_RS10125	1083		old_locus_tag=ERS445057_02053
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2100249	2101331	-	WP_005898191.1	WP_005898191.1		cell division protein FtsZ	ftsZ	45635804	AT688_RS10125	1083	360	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2101354	2102697	-					ftsA	45635805	AT688_RS10130	1344		old_locus_tag=ERS445057_02054
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2101354	2102697	-	WP_005898189.1	WP_005898189.1		cell division protein FtsA	ftsA	45635805	AT688_RS10130	1344	447	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2102694	2103404	-						45635806	AT688_RS10135	711		old_locus_tag=ERS445057_02055
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2102694	2103404	-	WP_005898188.1	WP_005898188.1		cell division protein FtsQ/DivIB		45635806	AT688_RS10135	711	236	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2103417	2104280	-						45635807	AT688_RS10140	864		old_locus_tag=ERS445057_02056
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2103417	2104280	-	WP_005898187.1	WP_005898187.1		D-alanine--D-alanine ligase		45635807	AT688_RS10140	864	287	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2104296	2105141	-					murB	45635808	AT688_RS10145	846		old_locus_tag=ERS445057_02057
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2104296	2105141	-	WP_005898186.1	WP_005898186.1		UDP-N-acetylmuramate dehydrogenase	murB	45635808	AT688_RS10145	846	281	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2105138	2106520	-					murC	45635809	AT688_RS10150	1383		old_locus_tag=ERS445057_02058
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2105138	2106520	-	WP_005901107.1	WP_005901107.1		UDP-N-acetylmuramate--L-alanine ligase	murC	45635809	AT688_RS10150	1383	460	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2106525	2107589	-					murG	45635810	AT688_RS10155	1065		old_locus_tag=ERS445057_02059
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2106525	2107589	-	WP_005898184.1	WP_005898184.1		undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	murG	45635810	AT688_RS10155	1065	354	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2107599	2108897	-					murD	45635811	AT688_RS10160	1299		old_locus_tag=ERS445057_02060
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2107599	2108897	-	WP_005898183.1	WP_005898183.1		UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	murD	45635811	AT688_RS10160	1299	432	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2108897	2109982	-					mraY	45635812	AT688_RS10165	1086		old_locus_tag=ERS445057_02061
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2108897	2109982	-	WP_005898182.1	WP_005898182.1		phospho-N-acetylmuramoyl-pentapeptide-transferase	mraY	45635812	AT688_RS10165	1086	361	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2110006	2111832	-					gmhB	45635813	AT688_RS10170	1827		old_locus_tag=ERS445057_02062
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2110006	2111832	-	WP_005898181.1	WP_005898181.1		D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase	gmhB	45635813	AT688_RS10170	1827	608	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2111982	2113391	-						45635814	AT688_RS10175	1410		old_locus_tag=ERS445057_02063
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2111982	2113391	-	WP_005898180.1	WP_005898180.1		PLP-dependent aminotransferase family protein		45635814	AT688_RS10175	1410	469	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2113499	2114341	+					pdxS	45635815	AT688_RS10180	843		old_locus_tag=ERS445057_02064
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2113499	2114341	+	WP_005898179.1	WP_005898179.1		pyridoxal 5'-phosphate synthase lyase subunit PdxS	pdxS	45635815	AT688_RS10180	843	280	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2114440	2114724	-						45635816	AT688_RS10185	285		old_locus_tag=ERS445057_02065
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2114440	2114724	-	WP_005898178.1	WP_005898178.1		cupin domain-containing protein		45635816	AT688_RS10185	285	94	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2114835	2115341	-						45635817	AT688_RS10190	507		old_locus_tag=ERS445057_02066
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2114835	2115341	-	WP_225970473.1	WP_225970473.1		DUF1275 family protein		45635817	AT688_RS10190	507	168	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2115492	2116736	-						45635818	AT688_RS10195	1245		old_locus_tag=ERS445057_02067
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2115492	2116736	-	WP_005898176.1	WP_005898176.1		RNA-guided endonuclease TnpB family protein		45635818	AT688_RS10195	1245	414	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2117005	2117190	-						45636171	AT688_RS12140	186		
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2117005	2117190	-	WP_005898175.1	WP_005898175.1		hypothetical protein		45636171	AT688_RS12140	186	61	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2117384	2117533	-						45636173	AT688_RS12150	150		old_locus_tag=ERS445057_02068
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2117384	2117533	-	WP_005898172.1	WP_005898172.1		DUF1275 family protein		45636173	AT688_RS12150	150	49	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2117582	2118133	-						45635819	AT688_RS10200	552		old_locus_tag=ERS445057_02069
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2117582	2118133	-	WP_005898171.1	WP_005898171.1		TetR/AcrR family transcriptional regulator		45635819	AT688_RS10200	552	183	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2118281	2118700	+						45635820	AT688_RS10205	420		old_locus_tag=ERS445057_02070
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2118281	2118700	+	WP_005898170.1	WP_005898170.1		pyridoxamine 5'-phosphate oxidase family protein		45635820	AT688_RS10205	420	139	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2118857	2119828	-						45635821	AT688_RS10210	972		old_locus_tag=ERS445057_02071
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2118857	2119828	-	WP_005898168.1	WP_005898168.1		alpha/beta hydrolase		45635821	AT688_RS10210	972	323	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2119847	2120296	-						45635822	AT688_RS10215	450		old_locus_tag=ERS445057_02072
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2119847	2120296	-	WP_005898167.1	WP_005898167.1		NAD(P)H-dependent oxidoreductase		45635822	AT688_RS10215	450	149	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2120306	2120485	-						45635823	AT688_RS10220	180		old_locus_tag=ERS445057_02073
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2120306	2120485	-	WP_005898166.1	WP_005898166.1		hypothetical protein		45635823	AT688_RS10220	180	59	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2120676	2121242	-						45635824	AT688_RS10225	567		old_locus_tag=ERS445057_02074
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2120676	2121242	-	WP_005898164.1	WP_005898164.1		TMEM175 family protein		45635824	AT688_RS10225	567	188	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2121260	2121670	-						45635825	AT688_RS10230	411		old_locus_tag=ERS445057_02075
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2121260	2121670	-	WP_005898163.1	WP_005898163.1		cupin domain-containing protein		45635825	AT688_RS10230	411	136	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2121689	2122534	-						45635826	AT688_RS10235	846		old_locus_tag=ERS445057_02076
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2121689	2122534	-	WP_005898162.1	WP_005898162.1		aldo/keto reductase		45635826	AT688_RS10235	846	281	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2122545	2124296	-						45635827	AT688_RS10240	1752		old_locus_tag=ERS445057_02077
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2122545	2124296	-	WP_005898161.1	WP_005898161.1		1-deoxy-D-xylulose-5-phosphate synthase		45635827	AT688_RS10240	1752	583	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2124309	2124689	-						45635828	AT688_RS10245	381		old_locus_tag=ERS445057_02078
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2124309	2124689	-	WP_005898160.1	WP_005898160.1		MerR family transcriptional regulator		45635828	AT688_RS10245	381	126	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2124686	2125201	-						45635829	AT688_RS10250	516		old_locus_tag=ERS445057_02079
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2124686	2125201	-	WP_005898159.1	WP_005898159.1		flavodoxin		45635829	AT688_RS10250	516	171	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2125779	2126063	+						45635831	AT688_RS10260	285		old_locus_tag=ERS445057_02080
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2125779	2126063	+	WP_005898158.1	WP_005898158.1		type II toxin-antitoxin system RelB/DinJ family antitoxin		45635831	AT688_RS10260	285	94	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2126056	2126316	+						45635832	AT688_RS10265	261		old_locus_tag=ERS445057_02081
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2126056	2126316	+	WP_005898157.1	WP_005898157.1		Txe/YoeB family addiction module toxin		45635832	AT688_RS10265	261	86	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2126342	2126893	+						45635833	AT688_RS10270	552		old_locus_tag=ERS445057_02082
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2126342	2126893	+	WP_005898156.1	WP_005898156.1		hypothetical protein		45635833	AT688_RS10270	552	183	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2126918	2127295	+						45635834	AT688_RS10275	378		old_locus_tag=ERS445057_02083
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2126918	2127295	+	WP_005898155.1	WP_005898155.1		hypothetical protein		45635834	AT688_RS10275	378	125	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2127406	2127582	-						45635835	AT688_RS10280	177		old_locus_tag=ERS445057_02084
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2127406	2127582	-	WP_005898154.1	WP_005898154.1		hypothetical protein		45635835	AT688_RS10280	177	58	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2127631	2127816	-						45635836	AT688_RS10285	186		old_locus_tag=ERS445057_02085
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2127631	2127816	-	WP_005898153.1	WP_005898153.1		membrane lipoprotein lipid attachment site-containing protein		45635836	AT688_RS10285	186	61	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2127813	2128406	-						45635837	AT688_RS10290	594		old_locus_tag=ERS445057_02086
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2127813	2128406	-	WP_005898151.1	WP_005898151.1		flavin reductase family protein		45635837	AT688_RS10290	594	197	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2128408	2129730	-						45635838	AT688_RS10295	1323		old_locus_tag=ERS445057_02087
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2128408	2129730	-	WP_005898150.1	WP_005898150.1		MATE family efflux transporter		45635838	AT688_RS10295	1323	440	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2129853	2131355	+						45635839	AT688_RS10300	1503		old_locus_tag=ERS445057_02088
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2129853	2131355	+	WP_005898149.1	WP_005898149.1		SPFH domain-containing protein		45635839	AT688_RS10300	1503	500	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2131397	2134438	-						45635840	AT688_RS10305	3042		old_locus_tag=ERS445057_02089
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2131397	2134438	-	WP_005898148.1	WP_005898148.1		type I restriction endonuclease subunit R		45635840	AT688_RS10305	3042	1013	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2134456	2134992	-						45635841	AT688_RS10310	537		old_locus_tag=ERS445057_02090
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2134456	2134992	-	WP_032842732.1	WP_032842732.1		restriction endonuclease subunit S		45635841	AT688_RS10310	537	178	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2135004	2136284	-						45635842	AT688_RS10315	1281		old_locus_tag=ERS445057_02091
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2135004	2136284	-	WP_058229309.1	WP_058229309.1		restriction endonuclease subunit S		45635842	AT688_RS10315	1281	426	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2136508	2137938	-						45635843	AT688_RS10320	1431		old_locus_tag=ERS445057_02092
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2136508	2137938	-	WP_005898146.1	WP_005898146.1		putative DNA binding domain-containing protein		45635843	AT688_RS10320	1431	476	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2137949	2139511	-						45635844	AT688_RS10325	1563		old_locus_tag=ERS445057_02093
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2137949	2139511	-	WP_005898145.1	WP_005898145.1		type I restriction-modification system subunit M		45635844	AT688_RS10325	1563	520	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2139629	2139952	-						45635845	AT688_RS10330	324		old_locus_tag=ERS445057_02094
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2139629	2139952	-	WP_005898144.1	WP_005898144.1		hypothetical protein		45635845	AT688_RS10330	324	107	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2139991	2140578	-						45635846	AT688_RS10335	588		old_locus_tag=ERS445057_02095
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2139991	2140578	-	WP_005898143.1	WP_005898143.1		hypothetical protein		45635846	AT688_RS10335	588	195	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2140602	2141933	-					mgtE	45635847	AT688_RS10340	1332		old_locus_tag=ERS445057_02096
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2140602	2141933	-	WP_005898141.1	WP_005898141.1		magnesium transporter	mgtE	45635847	AT688_RS10340	1332	443	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2142158	2143291	-					tgt	45635848	AT688_RS10345	1134		old_locus_tag=ERS445057_02097
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2142158	2143291	-	WP_005898140.1	WP_005898140.1		tRNA guanosine(34) transglycosylase Tgt	tgt	45635848	AT688_RS10345	1134	377	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2143306	2145483	-						45635849	AT688_RS10350	2178		old_locus_tag=ERS445057_02098
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2143306	2145483	-	WP_005898139.1	WP_005898139.1		bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase		45635849	AT688_RS10350	2178	725	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2145502	2146014	-						45635850	AT688_RS10355	513		old_locus_tag=ERS445057_02099
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2145502	2146014	-	WP_005898138.1	WP_005898138.1		adenine phosphoribosyltransferase		45635850	AT688_RS10355	513	170	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2146029	2146832	-						45635851	AT688_RS10360	804		old_locus_tag=ERS445057_02100
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2146029	2146832	-	WP_005898137.1	WP_005898137.1		tetratricopeptide repeat protein		45635851	AT688_RS10360	804	267	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2146847	2147521	-						45635852	AT688_RS10365	675		old_locus_tag=ERS445057_02101
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2146847	2147521	-	WP_005898136.1	WP_005898136.1		DUF502 domain-containing protein		45635852	AT688_RS10365	675	224	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2147518	2148798	-						45635853	AT688_RS10370	1281		old_locus_tag=ERS445057_02102
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2147518	2148798	-	WP_005898135.1	WP_005898135.1		hemolysin family protein		45635853	AT688_RS10370	1281	426	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2149058	2149519	-						45635854	AT688_RS10375	462		old_locus_tag=ERS445057_02103
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2149058	2149519	-	WP_005898133.1	WP_005898133.1		ACT domain-containing protein		45635854	AT688_RS10375	462	153	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2149533	2150384	-						45635855	AT688_RS10380	852		old_locus_tag=ERS445057_02104
CDS	with_protein	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2149533	2150384	-	WP_005898132.1	WP_005898132.1		bifunctional 5,10-methylenetetrahydrofolate dehydrogenase/5,10-methenyltetrahydrofolate cyclohydrolase		45635855	AT688_RS10380	852	283	
gene	protein_coding	GCF_001457555.1	Primary Assembly	chromosome	1	NZ_LN831027.1	2150378	2151310	-					fmt	45635856	AT688_RS10385	933		old_locus_tag=ERS445057_02105
